City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
289,Lososina,48.9975,140.3106,63.84,51,0,12.53,RU,2022-09-28 01:06:25
290,Polunochnoye,60.8697,60.4153,22.59,89,54,4.92,RU,2022-09-28 01:06:30
291,Padborg,54.8266,9.3625,46.71,98,100,11.5,DK,2022-09-28 01:06:36
292,Lorengau,-2.0226,147.2712,85.24,66,94,13.31,PG,2022-09-28 01:06:41
293,Tianpeng,30.9866,103.9393,69.73,82,100,1.25,CN,2022-09-28 01:05:13
294,Kajaani,64.2273,27.7285,44.65,93,100,4.61,FI,2022-09-28 01:06:52
295,Poum,-20.2333,164.0167,77.76,78,1,14.38,NC,2022-09-28 01:06:57
296,Toora-Khem,52.4675,96.11,42.33,81,100,3.78,RU,2022-09-28 01:07:02
297,Ubinskoye,55.3068,79.6802,28.45,97,100,13.02,RU,2022-09-28 01:07:08
298,Cody,44.5263,-109.0565,74.91,32,0,3.44,US,2022-09-28 01:07:13
299,Frontera,26.9333,-101.45,80.33,43,23,4.0,MX,2022-09-28 01:07:19
300,Cidreira,-30.1811,-50.2056,59.9,88,2,7.54,BR,2022-09-28 01:07:24
301,Kasongo-Lunda,-6.4667,16.8167,70.88,94,100,0.31,CD,2022-09-28 01:07:29
302,Makaha,21.4694,-158.2175,87.71,61,15,10.16,US,2022-09-28 01:07:35
303,Kyabram,-36.3167,145.05,64.87,72,66,16.51,AU,2022-09-28 01:07:40
304,Vestmannaeyjar,63.4427,-20.2734,48.06,69,100,5.03,IS,2022-09-28 01:03:13
305,Bontang,0.1333,117.5,81.64,74,99,1.34,ID,2022-09-28 01:07:50
306,Chuy,-33.6971,-53.4616,53.92,92,0,6.22,UY,2022-09-28 01:08:01
307,Alice Springs,-23.7,133.8833,71.22,39,0,11.5,AU,2022-09-28 01:08:06
308,Vredendal,-31.6683,18.5012,52.03,70,26,3.24,ZA,2022-09-28 01:08:12
309,Zigong,29.3416,104.7769,66.94,88,100,0.69,CN,2022-09-28 01:07:48
310,Camapua,-19.5314,-54.0439,72.9,79,100,5.19,BR,2022-09-28 01:08:22
311,Jumla,29.2747,82.1838,52.7,80,0,5.44,NP,2022-09-28 01:08:28
312,Portland,45.5234,-122.6762,82.78,49,20,11.5,US,2022-09-28 01:07:20
313,Ilulissat,69.2167,-51.1,37.42,93,75,3.44,GL,2022-09-28 01:08:39
314,Pervomayskoye,43.919,46.7102,64.98,90,100,9.78,RU,2022-09-28 01:08:44
315,Itacoatiara,-3.1431,-58.4442,80.73,59,11,3.15,BR,2022-09-28 01:08:49
316,Juneau,58.3019,-134.4197,55.4,88,40,0.0,US,2022-09-28 01:08:55
317,Hohoe,7.1518,0.4736,73.24,94,100,1.99,GH,2022-09-28 01:09:00
318,Muli,2.9167,73.5667,81.75,75,98,18.12,MV,2022-09-28 01:09:05
319,Rio Claro,-22.4114,-47.5614,66.99,93,100,5.48,BR,2022-09-28 01:09:11
320,Sioux Lookout,50.1001,-91.917,36.68,61,24,3.65,CA,2022-09-28 01:06:17
321,Katobu,-4.9408,122.5276,86.2,58,89,2.39,ID,2022-09-28 01:09:27
322,Talca,-35.4333,-71.6667,52.9,79,0,1.01,CL,2022-09-28 01:11:32
323,Remedios,22.4947,-79.5458,79.72,85,100,15.41,CU,2022-09-28 01:11:37
324,Kandara,25.7191,73.2765,78.33,68,9,5.28,IN,2022-09-28 01:11:43
325,Kjollefjord,70.9457,27.3465,46.45,81,100,12.66,NO,2022-09-28 01:11:48
326,Kisangani,0.5167,25.2,68.94,100,100,2.08,CD,2022-09-28 01:11:53
327,Gorontalo,0.5412,123.0595,87.6,60,85,2.1,ID,2022-09-28 01:11:58
328,Roseburg,43.2165,-123.3417,76.33,46,0,9.22,US,2022-09-28 01:12:04
329,Matara,5.9485,80.5353,78.12,85,70,10.22,LK,2022-09-28 01:12:09
330,Tautira,-17.7333,-149.15,77.34,77,26,14.29,PF,2022-09-28 01:12:15
331,Cabedelo,-6.9811,-34.8339,74.07,73,4,11.77,BR,2022-09-28 01:12:20
332,Laguna,38.421,-121.4238,88.09,36,0,8.05,US,2022-09-28 01:12:25
333,Belawan,3.7755,98.6832,77.29,86,100,3.96,ID,2022-09-28 01:12:31
334,Ternate,0.8,127.4,83.88,66,82,1.79,ID,2022-09-28 01:12:36
335,Cayambe,0.05,-78.1333,51.06,81,92,6.78,EC,2022-09-28 01:12:41
336,Vila Franca Do Campo,37.7167,-25.4333,68.2,84,7,7.85,PT,2022-09-28 01:12:47
337,Khorramshahr,30.4397,48.1664,64.35,11,0,10.54,IR,2022-09-28 01:12:52
338,Mana,5.6592,-53.7767,79.48,82,97,11.39,GF,2022-09-28 01:13:08
339,Sehithwa,-20.4667,22.7167,76.64,24,6,12.75,BW,2022-09-28 01:13:13
340,Pathein,16.7833,94.7333,78.31,89,22,3.09,MM,2022-09-28 01:13:18
341,Oda,35.1833,132.5,70.66,76,99,12.08,JP,2022-09-28 01:13:24
342,Lamar,33.6668,-95.5836,76.35,39,0,6.91,US,2022-09-28 01:13:34
343,Rajula,21.05,71.4333,75.83,83,75,6.24,IN,2022-09-28 01:13:40
344,Constantine,36.365,6.6147,60.21,63,20,8.05,DZ,2022-09-28 01:13:45
345,Veliki Preslav,43.1667,26.8167,59.59,92,0,3.36,BG,2022-09-28 01:13:50
346,Sao Gabriel Da Cachoeira,-0.1303,-67.0892,73.69,94,100,0.89,BR,2022-09-28 01:13:56
347,Belyy Yar,53.6039,91.3903,48.09,81,20,4.47,RU,2022-09-28 01:14:01
348,Namatanai,-3.6667,152.4333,85.15,63,99,11.45,PG,2022-09-28 01:14:06
349,Along,28.1667,94.7667,73.58,90,39,1.14,IN,2022-09-28 01:14:12
350,Husavik,66.0449,-17.3389,38.16,75,52,5.68,IS,2022-09-28 01:14:17
351,Poopo,-18.3667,-66.9667,41.56,13,0,3.04,BO,2022-09-28 01:14:23
352,Japura,-0.3167,102.35,77.2,90,100,1.12,ID,2022-09-28 01:14:33
353,Puerto Narino,-3.7703,-70.3831,78.87,70,26,1.25,CO,2022-09-28 01:14:38
354,Kahului,20.8947,-156.47,89.62,61,40,21.85,US,2022-09-28 01:14:44
355,Port Talbot,51.5924,-3.7802,55.18,87,52,8.9,GB,2022-09-28 01:14:49
356,Kijini,-5.85,39.3167,72.41,83,48,8.52,TZ,2022-09-28 01:14:54
357,Hasaki,35.7333,140.8333,77.4,62,13,20.07,JP,2022-09-28 01:15:00
358,Dolores,-36.3132,-57.6792,45.64,70,0,10.6,AR,2022-09-28 01:15:05
359,San Lorenzo,-25.3333,-57.5333,65.34,88,0,0.0,PY,2022-09-28 01:12:49
360,Fougamou,-1.2154,10.5838,72.3,99,100,1.36,GA,2022-09-28 01:15:16
361,Wajir,1.7471,40.0573,75.04,65,10,14.92,KE,2022-09-28 01:15:21
362,Van Buren,35.4368,-94.3483,76.32,36,0,3.44,US,2022-09-28 01:15:26
363,Prainha,-1.8,-53.48,78.85,65,19,3.76,BR,2022-09-28 01:15:32
364,Baykit,61.67,96.37,31.78,77,100,4.88,RU,2022-09-28 01:15:37
365,Churapcha,62.0025,132.4325,32.43,78,100,8.1,RU,2022-09-28 01:15:42
366,Asfi,32.2994,-9.2372,66.47,75,0,10.76,MA,2022-09-28 01:15:48
367,Kindu,-2.95,25.95,67.6,99,100,2.84,CD,2022-09-28 01:15:53
368,Morro Bay,35.3658,-120.8499,71.2,52,1,8.01,US,2022-09-28 01:17:58
369,Kuching,1.55,110.3333,80.82,89,20,2.3,MY,2022-09-28 01:18:04
370,Amapa,1.0,-52.0,77.58,68,84,5.17,BR,2022-09-28 01:18:09
371,Aksu,41.1231,80.2644,65.75,27,26,3.06,CN,2022-09-28 01:18:14
372,Bereda,43.2686,-7.5406,59.41,100,100,3.76,ES,2022-09-28 01:18:20
373,Palmer,42.1584,-72.3287,57.9,77,20,0.0,US,2022-09-28 01:18:30
374,Dinghai,26.2847,119.7936,81.52,84,50,13.53,CN,2022-09-28 01:18:36
375,Cairns,-16.9167,145.7667,88.11,59,75,12.66,AU,2022-09-28 01:18:41
376,Yumen,40.2833,97.2,66.76,21,1,1.72,CN,2022-09-28 01:18:46
377,Torbat-E Jam,35.244,60.6225,62.2,33,0,9.46,IR,2022-09-28 01:18:57
378,Hovd,48.0056,91.6419,48.42,44,100,8.57,MN,2022-09-28 01:19:02
379,Mareeba,-17.0,145.4333,83.48,60,0,8.23,AU,2022-09-28 01:19:07
380,Polson,47.6936,-114.1632,65.48,64,11,2.73,US,2022-09-28 01:19:13
381,Port Blair,11.6667,92.75,82.02,78,80,10.87,IN,2022-09-28 01:19:18
382,Atasu,48.6814,71.6433,42.44,79,53,10.25,KZ,2022-09-28 01:19:24
383,Bengkulu,-3.8004,102.2655,77.31,84,100,3.29,ID,2022-09-28 01:19:29
384,Vila Velha,-20.3297,-40.2925,75.15,95,100,5.75,BR,2022-09-28 01:15:09
385,Kaman,27.65,77.2667,78.55,72,0,2.82,IN,2022-09-28 01:19:39
386,Anadyr,64.75,177.4833,36.1,87,75,8.95,RU,2022-09-28 01:19:45
387,Madimba,-10.4,40.3333,70.39,89,12,3.67,TZ,2022-09-28 01:19:50
388,Umm Lajj,25.0213,37.2685,88.16,32,2,5.19,SA,2022-09-28 01:19:55
389,Flin Flon,54.7682,-101.865,54.0,62,58,7.72,CA,2022-09-28 01:15:34
390,Pombia,45.653,8.6336,57.13,68,48,4.76,IT,2022-09-28 01:20:06
391,Varnavino,57.4035,45.0916,40.98,92,100,13.31,RU,2022-09-28 01:20:11
392,Basco,20.4487,121.9702,82.63,78,42,13.31,PH,2022-09-28 01:20:17
393,Bend,44.0582,-121.3153,85.28,24,0,5.75,US,2022-09-28 01:19:19
394,San Cristobal,7.7669,-72.225,73.58,94,96,1.81,VE,2022-09-28 01:20:27
395,Sorong,-0.8833,131.25,83.8,70,11,6.29,ID,2022-09-28 01:20:33
396,Rio Pomba,-21.2747,-43.1792,68.74,84,61,0.16,BR,2022-09-28 01:20:38
397,Hofn,64.2539,-15.2082,44.02,70,15,5.79,IS,2022-09-28 01:20:43
398,Grand Gaube,-20.0064,57.6608,70.38,61,93,1.99,MU,2022-09-28 01:20:49
399,Goundam,16.4145,-3.6708,90.91,39,100,12.03,ML,2022-09-28 01:20:54
400,Asau,46.4333,26.4,51.28,81,98,4.47,RO,2022-09-28 01:21:04
401,Fortuna,40.5982,-124.1573,64.9,75,4,5.01,US,2022-09-28 01:21:10
402,Acapulco,16.8634,-99.8901,80.42,83,100,4.61,MX,2022-09-28 01:21:15
403,Kentau,43.5206,68.5094,53.4,50,7,4.41,KZ,2022-09-28 01:21:21
404,Lompoc,34.6391,-120.4579,77.14,80,0,11.5,US,2022-09-28 01:19:48
405,Tupancireta,-29.0806,-53.8358,56.19,75,0,10.71,BR,2022-09-28 01:21:31
406,Saint-Ambroise,48.5501,-71.3324,52.34,96,100,0.2,CA,2022-09-28 01:21:37
407,Thompson,55.7435,-97.8558,51.96,66,20,8.05,CA,2022-09-28 01:21:42
408,Katsuura,35.1333,140.3,74.62,59,7,17.13,JP,2022-09-28 01:21:47
409,Quimper,48.0,-4.1,59.58,94,100,21.85,FR,2022-09-28 01:21:58
410,Alvaraes,-3.2208,-64.8042,80.89,61,11,0.87,BR,2022-09-28 01:22:03
411,Cap Malheureux,-19.9842,57.6142,70.47,61,92,1.99,MU,2022-09-28 01:22:09
412,Harper,4.375,-7.7169,75.27,91,54,9.73,LR,2022-09-28 01:22:14
413,Seoul,37.5683,126.9778,69.24,77,0,1.14,KR,2022-09-28 01:20:00
414,Los Llanos De Aridane,28.6585,-17.9182,69.12,90,0,10.36,ES,2022-09-28 01:24:30
415,Magrath,49.4167,-112.8686,76.71,18,53,5.75,CA,2022-09-28 01:24:36
416,Beloha,-25.1667,45.05,67.24,93,11,11.54,MG,2022-09-28 01:24:41
417,Marfino,55.7028,37.3822,46.35,88,100,13.42,RU,2022-09-28 01:24:46
418,Rebrikha,53.0733,82.3408,44.49,86,100,13.13,RU,2022-09-28 01:24:52
419,Moron,-34.6534,-58.6198,59.97,53,67,13.35,AR,2022-09-28 01:24:57
420,Kununurra,-15.7667,128.7333,89.58,35,100,6.91,AU,2022-09-28 01:22:15
421,Gushikawa,26.3544,127.8686,85.62,74,0,5.75,JP,2022-09-28 01:25:08
422,Bulawayo,-20.15,28.5833,67.06,49,3,12.71,ZW,2022-09-28 01:25:13
423,Mercedes,-34.6515,-59.4307,60.85,60,49,16.37,AR,2022-09-28 01:25:24
424,Betul,21.9153,77.8961,70.05,90,48,3.18,IN,2022-09-28 01:22:17
425,Oranjemund,-28.55,16.4333,54.25,89,0,8.52,NA,2022-09-28 01:25:34
426,Burla,21.5,83.8667,77.56,87,100,1.83,IN,2022-09-28 01:25:39
427,Alofi,-19.0595,-169.9187,78.69,73,40,9.22,NU,2022-09-28 01:25:45
428,Kyren,51.6828,102.1408,43.21,89,100,1.34,RU,2022-09-28 01:25:50
429,Sangmelima,2.9333,11.9833,66.06,99,100,3.89,CM,2022-09-28 01:25:55
430,Marzuq,14.4,46.4667,74.62,31,30,3.53,YE,2022-09-28 01:26:01
431,Mehamn,71.0357,27.8492,48.11,81,100,12.66,NO,2022-09-28 01:26:06
432,Konstantinovka,49.6167,127.9833,49.89,42,100,11.65,RU,2022-09-28 01:26:11
433,Howard Springs,-12.497,131.047,88.88,67,100,5.77,AU,2022-09-28 01:26:17
434,Merauke,-8.4667,140.3333,83.84,73,100,6.67,ID,2022-09-28 01:26:22
435,Salalah,17.0151,54.0924,80.69,78,75,4.61,OM,2022-09-28 01:26:27
436,Aswan,24.0934,32.907,88.9,18,0,2.3,EG,2022-09-28 01:26:33
437,Blagoyevo,63.3667,47.9167,28.87,81,5,5.01,RU,2022-09-28 01:26:38
438,Mount Gambier,-37.8333,140.7667,55.67,71,74,10.74,AU,2022-09-28 01:26:43
439,Chenzhou,25.8,113.0333,76.46,55,0,5.26,CN,2022-09-28 01:26:49
440,Divnogorsk,55.9594,92.3619,34.29,98,100,5.68,RU,2022-09-28 01:26:54
441,Itaituba,-4.2761,-55.9836,80.01,60,35,2.15,BR,2022-09-28 01:27:00
442,George Town,5.4112,100.3354,82.89,82,20,3.44,MY,2022-09-28 01:22:58
443,Payo,-3.7508,103.6372,79.43,75,83,0.76,ID,2022-09-28 01:27:10
444,Korla,41.7597,86.1469,68.09,24,2,5.06,CN,2022-09-28 01:27:15
445,Sungaipenuh,-2.0833,101.3833,68.29,87,100,1.21,ID,2022-09-28 01:27:21
446,Cozumel,20.5083,-86.9458,84.27,79,20,9.22,MX,2022-09-28 01:23:01
447,Maksatikha,57.797,35.8825,43.93,91,100,5.46,RU,2022-09-28 01:27:31
448,Ciechanow,52.8814,20.62,53.42,96,100,0.54,PL,2022-09-28 01:27:36
449,Milan,45.4643,9.1895,58.87,62,0,4.0,IT,2022-09-28 01:25:36
450,Sechura,-5.5569,-80.8222,62.92,80,43,16.82,PE,2022-09-28 01:27:47
451,Urumqi,43.801,87.6005,59.95,42,0,8.95,CN,2022-09-28 01:27:57
452,Egvekinot,66.3167,-179.1667,28.9,78,100,8.68,RU,2022-09-28 01:28:03
453,Nova Olinda Do Norte,-3.8881,-59.0942,82.65,54,32,2.75,BR,2022-09-28 01:28:08
454,Winnemucca,40.973,-117.7357,87.85,12,0,9.22,US,2022-09-28 01:28:14
455,Port Keats,-14.25,129.55,88.56,53,75,4.38,AU,2022-09-28 01:28:24
456,Homer,59.6425,-151.5483,49.89,64,100,3.44,US,2022-09-28 01:28:29
457,Bonthe,7.5264,-12.505,75.7,91,26,2.93,SL,2022-09-28 01:28:35
458,Qandala,11.472,49.8728,84.07,60,15,4.65,SO,2022-09-28 01:28:40
459,Cookeville,36.1628,-85.5016,57.99,86,0,0.0,US,2022-09-28 01:27:45
460,Rio De Janeiro,-22.9028,-43.2075,73.94,75,75,9.22,BR,2022-09-28 01:30:51
461,Meulaboh,4.1363,96.1285,74.43,93,100,2.62,ID,2022-09-28 01:30:56
462,Filingue,14.3521,3.3168,86.16,41,16,7.31,NE,2022-09-28 01:31:06
463,Vila,42.0304,-8.1588,50.88,87,82,2.35,PT,2022-09-28 01:31:12
464,Marawi,7.9986,124.2928,78.06,71,95,3.33,PH,2022-09-28 01:31:17
465,Orcopampa,-15.2661,-72.3417,44.19,31,0,0.98,PE,2022-09-28 01:31:23
466,The Valley,18.217,-63.0578,83.82,74,100,18.7,AI,2022-09-28 01:31:28
467,Yar-Sale,66.8333,70.8333,28.69,87,100,11.79,RU,2022-09-28 01:31:34
468,Surin,14.8818,103.4936,75.58,96,100,8.39,TH,2022-09-28 01:31:39
469,Altay,47.8667,88.1167,52.63,62,96,0.83,CN,2022-09-28 01:31:45
470,Faya,18.3851,42.4509,64.51,31,2,2.57,SA,2022-09-28 01:31:50
471,Narsimhapur,22.95,79.2,76.37,84,27,1.39,IN,2022-09-28 01:31:56
472,Pericos,25.05,-107.7,89.51,88,1,1.81,MX,2022-09-28 01:32:01
473,Ordzhonikidze,52.4411,61.7408,27.72,82,10,5.53,KZ,2022-09-28 01:32:07
474,Requena,39.4883,-1.1004,58.78,56,24,6.24,ES,2022-09-28 01:28:12
475,Arcata,40.8665,-124.0828,63.19,81,0,4.61,US,2022-09-28 01:32:17
476,Ngunguru,-35.6167,174.5,60.6,70,98,14.27,NZ,2022-09-28 01:32:28
477,Fez,34.0372,-4.9998,57.45,71,0,6.91,MA,2022-09-28 01:32:33
478,San Isidro,-12.1167,-77.05,60.01,82,75,10.36,PE,2022-09-28 01:32:38
479,San Jose,37.3394,-121.895,77.25,62,20,11.5,US,2022-09-28 01:27:44
480,Gazojak,41.1875,61.4036,57.33,50,36,11.16,TM,2022-09-28 01:32:49
481,Bay Roberts,47.5999,-53.2648,67.33,91,100,3.0,CA,2022-09-28 01:32:59
482,Dwarka,22.2394,68.9678,80.22,75,16,8.03,IN,2022-09-28 01:33:04
483,Evensk,61.95,159.2333,43.2,58,39,15.77,RU,2022-09-28 01:33:10
484,Santo Tomas,14.1079,121.1414,84.56,77,100,1.34,PH,2022-09-28 01:33:15
485,Petrovsk-Zabaykalskiy,51.273,108.843,44.06,73,100,4.23,RU,2022-09-28 01:33:31
486,Tumut,-35.3,148.2167,57.38,81,88,4.21,AU,2022-09-28 01:33:36
487,Antonina,-25.4286,-48.7119,67.68,98,100,1.79,BR,2022-09-28 01:33:42
488,Uyemskiy,64.4743,40.8524,30.25,100,20,4.47,RU,2022-09-28 01:33:47
489,Miroslava,47.15,27.5167,58.98,94,0,5.99,RO,2022-09-28 01:33:53
490,Sinjar,36.3209,41.8754,73.72,22,0,7.85,IQ,2022-09-28 01:33:58
491,Caluquembe,-13.7833,14.6833,59.27,78,7,1.99,AO,2022-09-28 01:34:03
492,Kabanjahe,3.1001,98.4908,64.13,96,100,4.61,ID,2022-09-28 01:34:09
493,Pisco,-13.7,-76.2167,59.05,82,0,13.8,PE,2022-09-28 01:34:14
494,Hay River,60.8156,-115.7999,69.78,40,75,9.22,CA,2022-09-28 01:34:20
495,Richmond,37.5538,-77.4603,62.15,72,75,0.0,US,2022-09-28 01:33:09
496,Baturaja,-4.1333,104.1667,84.78,65,76,2.55,ID,2022-09-28 01:34:35
497,Medea,36.2642,2.7539,55.71,65,0,3.36,DZ,2022-09-28 01:34:40
498,Nantucket,41.2835,-70.0995,64.99,65,0,11.5,US,2022-09-28 01:34:51
499,Isla Vista,34.4133,-119.861,90.0,65,0,6.91,US,2022-09-28 01:34:56
500,Weatherford,32.7593,-97.7972,79.3,31,0,8.9,US,2022-09-28 01:32:41
501,Rutana,-3.8667,30.1,59.81,57,100,1.25,BI,2022-09-28 01:35:07
502,Fonte Boa,-2.4959,-66.2662,76.78,79,17,2.06,BR,2022-09-28 01:35:12
503,Linxia,35.6003,103.2064,60.04,47,0,0.56,CN,2022-09-28 01:37:18
504,Nelson Bay,-32.7167,152.15,72.09,72,1,5.01,AU,2022-09-28 01:37:23
505,Broken Hill,-31.95,141.4333,57.25,62,91,19.89,AU,2022-09-28 01:37:28
506,Chabahar,25.2919,60.643,78.78,78,13,3.27,IR,2022-09-28 01:37:34
507,Cabrero,-37.0333,-72.4,51.96,72,0,7.99,CL,2022-09-28 01:37:39
508,Cooma,-36.2333,149.1333,51.28,86,100,7.58,AU,2022-09-28 01:37:44
509,Santa Cruz,-17.8,-63.1667,76.46,88,75,9.22,BO,2022-09-28 01:37:50
510,Loikaw,19.6742,97.2094,72.61,85,100,2.55,MM,2022-09-28 01:37:55
511,Mitchell,43.7094,-98.0298,59.11,46,0,9.22,US,2022-09-28 01:38:00
512,Biltine,14.5333,20.9167,80.65,54,86,6.46,TD,2022-09-28 01:38:06
513,Takanabe,32.1333,131.5,78.69,79,60,5.46,JP,2022-09-28 01:38:11
514,Rockport,28.0206,-97.0544,82.99,51,0,9.22,US,2022-09-28 01:37:04
515,Coquimbo,-29.9533,-71.3436,55.13,87,75,4.61,CL,2022-09-28 01:38:21
516,Roald,62.5833,6.1333,57.34,58,75,11.5,NO,2022-09-28 01:38:27
517,Coihaique,-45.5752,-72.0662,45.21,70,0,4.61,CL,2022-09-28 01:35:02
518,Silver City,32.7701,-108.2803,71.56,40,0,8.05,US,2022-09-28 01:38:42
519,Ukiah,39.1502,-123.2078,84.43,45,0,5.75,US,2022-09-28 01:35:07
520,Soyo,-6.1349,12.3689,73.89,87,100,6.93,AO,2022-09-28 01:38:53
521,Ambulu,-8.345,113.6058,83.71,61,17,3.83,ID,2022-09-28 01:38:58
522,Kuusamo,65.9667,29.1833,41.04,93,100,4.61,FI,2022-09-28 01:37:19
523,Bubaque,11.2833,-15.8333,79.86,78,91,3.69,GW,2022-09-28 01:39:09
524,Porto Novo,6.4965,2.6036,76.82,93,100,5.39,BJ,2022-09-28 01:39:14
525,Nicolas Bravo,18.45,-88.9167,77.56,80,85,4.99,MX,2022-09-28 01:39:19
526,Regente Feijo,-22.2214,-51.3028,65.48,94,100,10.36,BR,2022-09-28 01:39:25
527,Santa Isabel Do Rio Negro,-0.4139,-65.0192,79.92,69,97,3.29,BR,2022-09-28 01:39:30
528,Urbino,43.7298,12.6356,57.74,77,13,8.77,IT,2022-09-28 01:39:40
529,Katherine,-14.4667,132.2667,89.92,45,75,10.36,AU,2022-09-28 01:39:46
530,Novaya Bryan,51.7159,108.2691,43.56,50,100,5.84,RU,2022-09-28 01:39:51
531,Dawlatabad,36.4141,64.9053,64.2,26,0,2.77,AF,2022-09-28 01:39:56
532,Goundi,9.3627,17.366,69.73,98,100,3.36,TD,2022-09-28 01:40:02
533,Luba,3.4568,8.5547,76.89,89,100,2.44,GQ,2022-09-28 01:40:07
534,Aitape,-3.1374,142.3475,84.16,71,84,5.26,PG,2022-09-28 01:40:13
535,San Jeronimo,-11.9472,-75.2829,50.54,77,100,2.62,PE,2022-09-28 01:40:18
536,Manadhoo,5.7667,73.3833,82.13,67,100,15.55,MV,2022-09-28 01:40:24
537,Manuk Mangkaw,4.8,119.85,83.64,73,100,6.38,PH,2022-09-28 01:40:29
538,Jinchang,38.4953,102.1739,68.23,27,0,6.02,CN,2022-09-28 01:40:34
539,Helong,42.5397,128.9972,77.77,28,0,7.54,CN,2022-09-28 01:40:40
540,Sohag,26.557,31.6948,84.49,20,4,5.53,EG,2022-09-28 01:40:50
541,Yarada,17.65,83.2667,79.12,100,75,4.61,IN,2022-09-28 01:40:55
542,Xining,36.6167,101.7667,52.68,62,3,2.04,CN,2022-09-28 01:36:41
